check_id,check_name,severity,short_code,description,service,framework,source_file_url,source_code
,,,,,iam,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/iam/enforce_group_mfa.yaml,"terraform:
  links:
    - https://registry.terraform.io/modules/terraform-module/enforce-mfa/aws/latest
    - https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html#password-policy-details
  good:
    - |-
      resource ""aws_iam_group"" ""support"" {
        name = ""support""
      }
      resource ""aws_iam_group_policy"" ""mfa"" {

        group  = aws_iam_group.support.name
        policy = <<EOF
      {
        ""Version"": ""2012-10-17"",
        ""Statement"": [
          {
            ""Sid"": """",
            ""Effect"": ""Allow"",
            ""Action"": ""ec2:*"",
            ""Resource"": ""*"",
            ""Condition"": {
                ""Bool"": {
                    ""aws:MultiFactorAuthPresent"": [""true""]
                }
            }
          }
        ]
      }
      EOF
      }
    - |-
      resource ""aws_iam_group"" ""support"" {
        name = ""support""
      }
      resource ""aws_iam_policy"" ""mfa"" {

        name   = ""something""
        policy = <<EOF
      {
        ""Version"": ""2012-10-17"",
        ""Statement"": [
          {
            ""Sid"": """",
            ""Effect"": ""Allow"",
            ""Action"": ""ec2:*"",
            ""Resource"": ""*"",
            ""Condition"": {
                ""Bool"": {
                    ""aws:MultiFactorAuthPresent"": [""true""]
                }
            }
          }
        ]
      }
      EOF
      }
      resource ""aws_iam_group_policy_attachment"" ""attach"" {
        group      = aws_iam_group.support.name
        policy_arn = aws_iam_policy.mfa.id
      }
    - |-
      resource ""aws_iam_group"" ""support"" {
        name = ""support""
      }
      resource ""aws_iam_group_policy"" ""mfa"" {
        group  = aws_iam_group.support.name
        policy = data.aws_iam_policy_document.combined.json
      }
      data ""aws_iam_policy_document"" ""policy_override"" {
        statement {
          sid       = ""main""
          effect    = ""Allow""
          actions   = [""s3:*""]
          resources = [""*""]
          condition {
            test     = ""Bool""
            variable = ""aws:MultiFactorAuthPresent""
            values   = [""true""]
          }
        }
      }
      data ""aws_iam_policy_document"" ""policy_source"" {
        statement {
          sid       = ""main""
          effect    = ""Allow""
          actions   = [""iam:*""]
          resources = [""*""]
        }
      }
      data ""aws_iam_policy_document"" ""policy_misc"" {
        statement {
          sid       = ""misc""
          effect    = ""Deny""
          actions   = [""logs:*""]
          resources = [""*""]
        }
      }
      data ""aws_iam_policy_document"" ""combined"" {
        source_json = <<EOF
          {
              ""Id"": ""base""
          }
      EOF
        source_policy_documents = [
          data.aws_iam_policy_document.policy_source.json
        ]
        override_policy_documents = [
          data.aws_iam_policy_document.policy_override.json,
          data.aws_iam_policy_document.policy_misc.json
        ]
        statement {
          sid       = ""whatever""
          effect    = ""Deny""
          actions   = [""*""]
          resources = [""*""]
        }
      }
  bad:
    - |-
      data ""aws_caller_identity"" ""current"" {}
      resource ""aws_iam_group"" ""developers"" {
        name = ""developers""
      }
"
AVD-AWS-0145,IAM Users should have MFA enforcement activated.,MEDIUM,,"IAM user accounts should be protected with multi factor authentication to add safe guards to password compromise.
",iam,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/iam/enforce_user_mfa.rego,"package builtin.aws.iam.aws0145

import rego.v1

import data.lib.aws.iam

deny contains res if {
	some user in input.aws.iam.users
	not iam.user_has_mfa_devices(user)
	iam.is_user_logged_in(user)
	res := result.new(""User account does not have MFA"", user)
}"
AVD-AWS-0142,"The ""root"" account has unrestricted access to all resources in the AWS account. It is highly recommended that this account have MFA enabled.",CRITICAL,,"MFA adds an extra layer of protection on top of a user name and password. With MFA enabled, when a user signs in to an AWS website, they're prompted for their user name and password and for an authentication code from their AWS MFA device.

When you use virtual MFA for the root user, CIS recommends that the device used is not a personal device. Instead, use a dedicated mobile device (tablet or phone) that you manage to keep charged and secured independent of any individual personal devices. This lessens the risks of losing access to the MFA due to device loss, device trade-in, or if the individual owning the device is no longer employed at the company.
",iam,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/iam/enforce_root_mfa.rego,"package builtin.aws.iam.aws0142

import rego.v1

import data.lib.aws.iam

deny contains res if {
	some user in input.aws.iam.users
	iam.is_root_user(user)
	not iam.user_has_mfa_devices(user)
	res := result.new(""Root user does not have an MFA device"", user)
}"
AVD-AWS-0342,IAM Pass Role Filtering,MEDIUM,,Ensures any IAM pass role attached to roles are flagged and warned.,iam,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/iam/filter_iam_pass_role.rego,"package builtin.aws.iam.aws0342

import rego.v1

allows_permission(statements, permission, effect) if {
	statement := statements[_]
	statement.Effect == effect
	action = statement.Action[_]
	action == permission
}

deny contains res if {
	policy := input.aws.iam.policies[_]
	value = json.unmarshal(policy.document.value)
	statements = value.Statement
	not allows_permission(statements, ""iam:PassRole"", ""Deny"")
	allows_permission(statements, ""iam:PassRole"", ""Allow"")
	res = result.new(""IAM policy allows 'iam:PassRole' action"", policy.document)
}"
AVD-AWS-0140,"The ""root"" account has unrestricted access to all resources in the AWS account. It is highly recommended that the use of this account be avoided.",LOW,,"The root user has unrestricted access to all services and resources in an AWS account. We highly recommend that you avoid using the root user for daily tasks. Minimizing the use of the root user and adopting the principle of least privilege for access management reduce the risk of accidental changes and unintended disclosure of highly privileged credentials.
",iam,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/iam/limit_root_account_usage.rego,"package builtin.aws.iam.aws0140

import rego.v1

import data.lib.aws.iam
import data.lib.datetime

deny contains res if {
	some user in input.aws.iam.users
	iam.is_root_user(user)
	datetime.time_diff_lt_days(user.lastaccess.value, 1)
	res := result.new(""The root user logged in within the last 24 hours"", user)
}"
AVD-AWS-0345,Disallow unrestricted S3 IAM Policies,HIGH,,Ensure that the creation of the unrestricted S3 IAM policies is disallowed.,iam,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/iam/limit_s3_full_access.rego,"package builtin.aws.iam.aws0345

import rego.v1

dangerous_actions := {""s3:*""}

is_action_allowed(statements, action_to_check) := action if {
	some statement in statements
	lower(statement.Effect) == ""allow""
	some action in statement.Action
	lower(action) == lower(action_to_check)
}

is_overridden_by_deny(statements, action_to_check) if {
	some statement in statements
	lower(statement.Effect) == ""deny""
	some action in statement.Action
	lower(action) == lower(action_to_check)
}

allowed_s3_dangerous_actions(document) := [action |
	value := json.unmarshal(document)
	some action_to_check in dangerous_actions
	not is_overridden_by_deny(value.Statement, action_to_check)
	action := is_action_allowed(value.Statement, action_to_check)
]

deny contains res if {
	some policy in input.aws.iam.policies
	some action in allowed_s3_dangerous_actions(policy.document.value)
	res = result.new(
		sprintf(""IAM policy allows '%s' action"", [action]),
		policy.document,
	)
}

deny contains res if {
	some role in input.aws.iam.roles
	some policy in role.policies
	some action in allowed_s3_dangerous_actions(policy.document.value)
	res = result.new(
		sprintf(""IAM role uses a policy that allows '%s' action"", [action]),
		policy.document,
	)
}"
,,,,,emr,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/emr/enable_in_transit_encryption.yaml,"terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/emr_security_configuration
  good:
    - |-
      resource ""aws_emr_security_configuration"" ""good_example"" {
        name = ""emrsc_other""

        configuration = <<EOF
        {
          ""EncryptionConfiguration"": {
            ""AtRestEncryptionConfiguration"": {
              ""S3EncryptionConfiguration"": {
                ""EncryptionMode"": ""SSE-S3""
              },
              ""LocalDiskEncryptionConfiguration"": {
                ""EncryptionKeyProviderType"": ""AwsKms"",
                ""AwsKmsKey"": ""arn:aws:kms:us-west-2:187416307283:alias/tf_emr_test_key""
              }
            },
            ""EnableInTransitEncryption"": true,
            ""EnableAtRestEncryption"": true
          }
        }
        EOF
      }
  bad:
    - |-
      resource ""aws_emr_security_configuration"" ""bad_example"" {
        name = ""emrsc_other""

        configuration = <<EOF
        {
          ""EncryptionConfiguration"": {
            ""AtRestEncryptionConfiguration"": {
              ""S3EncryptionConfiguration"": {
                ""EncryptionMode"": ""SSE-S3""
              },
              ""LocalDiskEncryptionConfiguration"": {
                ""EncryptionKeyProviderType"": ""AwsKms"",
                ""AwsKmsKey"": ""arn:aws:kms:us-west-2:187416307283:alias/tf_emr_test_key""
              }
            },
            ""EnableInTransitEncryption"": false,
            ""EnableAtRestEncryption"": false
          }
        }
        EOF
      }
"
AVD-AWS-0167,No user should have more than one active access key.,LOW,,"Multiple active access keys widens the scope for compromise.
",iam,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/iam/limit_user_access_keys.rego,"package builtin.aws.iam.aws0167

import rego.v1

deny contains res if {
	some user in input.aws.iam.users
	count([key | some key in user.accesskeys; key.active.value]) > 1
	res := result.new(""User has more than one active access key"", user)
}"
,,,,,iam,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/iam/limit_s3_full_access.yaml,"cloudformation:
  good:
    - |-
      AWSTemplateFormatVersion: ""2010-09-09""

      Resources:
        GoodPolicy:
          Type: AWS::IAM::Policy
          Properties:
            PolicyName: good_policy
            PolicyDocument:
              Version: ""2012-10-17""
              Statement:
                - Effect: Allow
                  Action:
                    - s3:GetObject
                    - s3:PutObject
                  Resource: arn:aws:s3:::examplebucket/*
            Roles:
              - !Ref GoodRole

        GoodRole:
          Type: AWS::IAM::Role
          Properties:
            RoleName: good_role
            AssumeRolePolicyDocument:
              Version: ""2012-10-17""
              Statement:
                - Effect: Allow
                  Principal:
                    Service: ec2.amazonaws.com
                  Action: sts:AssumeRole
  bad:
    - |-
      AWSTemplateFormatVersion: ""2010-09-09""

      Resources:
        BadPolicy:
          Type: AWS::IAM::Policy
          Properties:
            PolicyName: bad_policy
            PolicyDocument:
              Version: ""2012-10-17""
              Statement:
                - Effect: Allow
                  Action: s3:*
                  Resource: '*'
            Roles:
              - !Ref BadRole

        BadRole:
          Type: AWS::IAM::Role
          Properties:
            RoleName: bad_role
            AssumeRolePolicyDocument:
              Version: ""2012-10-17""
              Statement:
                - Effect: Allow
                  Principal:
                    Service: ec2.amazonaws.com
                  Action: sts:AssumeRole
terraform:
  good:
    - |-
      resource ""aws_iam_policy"" ""good_policy"" {
        name = ""good_policy""
        policy = jsonencode({
          Version = ""2012-10-17""
          Statement = [
            {
              Effect = ""Allow""
              Action = [
                ""s3:GetObject"",
                ""s3:PutObject""
              ]
              Resource = ""arn:aws:s3:::examplebucket/*""
            }
          ]
        })
      }

      resource ""aws_iam_role"" ""good_role"" {
        name = ""good_role""
        assume_role_policy = jsonencode({
          Version = ""2012-10-17""
          Statement = [
            {
              Effect = ""Allow""
              Principal = {
                Service = ""ec2.amazonaws.com""
              }
              Action = ""sts:AssumeRole""
            }
          ]
        })
      }

      resource ""aws_iam_role_policy_attachment"" ""good_role_policy_attachment"" {
        role       = aws_iam_role.good_role.name
        policy_arn = aws_iam_policy.good_policy.arn
      }
  bad:
    - |-
      resource ""aws_iam_policy"" ""bad_policy"" {
        name = ""bad_policy""
        policy = jsonencode({
          Version = ""2012-10-17""
          Statement = [
            {
              Effect   = ""Allow""
              Action   = ""s3:*""
              Resource = ""*""
            }
          ]
        })
      }

      resource ""aws_iam_role_policy_attachment"" ""test"" {
        role       = aws_iam_role.test.name
        policy_arn = ""arn:aws:iam::aws:policy/AmazonS3FullAccess""
      }

      resource ""aws_iam_role"" ""bad_role"" {
        name = ""bad_role""
        assume_role_policy = jsonencode({
          Version = ""2012-10-17""
          Statement = [
            {
              Effect = ""Allow""
              Principal = {
                Service = ""ec2.amazonaws.com""
              }
              Action = ""sts:AssumeRole""
            }
          ]
        })
      }

      resource ""aws_iam_role_policy_attachment"" ""bad_role_policy_attachment"" {
        role       = aws_iam_role.bad_role.name
        policy_arn = aws_iam_policy.bad_policy.arn
      }
"
AVD-AWS-0056,IAM Password policy should prevent password reuse.,MEDIUM,,"IAM account password policies should prevent the reuse of passwords.

The account password policy should be set to prevent using any of the last five used passwords.
",iam,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/iam/no_password_reuse.rego,"package builtin.aws.iam.aws0056

import rego.v1

import data.lib.cloud.value

deny contains res if {
	policy := input.aws.iam.passwordpolicy
	isManaged(policy)
	value.less_than(policy.reusepreventioncount, 5)
	res := result.new(""Password policy allows reuse of recent passwords."", policy)
}"
