resource_type,service,n_properties,n_property_types,n_required,required_properties,out_degree,in_degree
AWS::Transfer::Certificate,Transfer,8,0,2,Usage|Certificate,8,0
AWS::Transfer::Connector,Transfer,9,5,1,AccessRole,14,0
AWS::Transfer::Profile,Transfer,4,0,2,As2Id|ProfileType,4,0
AWS::Transfer::Server,Transfer,17,6,0,,23,0
AWS::Transfer::User,Transfer,10,2,3,Role|ServerId|UserName,12,0
AWS::Transfer::WebApp,Transfer,7,5,1,IdentityProviderDetails,12,0
AWS::Transfer::Workflow,Transfer,4,11,1,Steps,15,0
AWS::UXC::AccountCustomization,UXC,3,0,0,,3,0
AWS::VerifiedPermissions::IdentitySource,VerifiedPermissions,3,8,2,Configuration|PolicyStoreId,11,0
AWS::VerifiedPermissions::Policy,VerifiedPermissions,2,4,2,Definition|PolicyStoreId,6,0
AWS::VerifiedPermissions::PolicyStore,VerifiedPermissions,6,7,1,ValidationSettings,13,0
AWS::VerifiedPermissions::PolicyTemplate,VerifiedPermissions,3,0,2,Statement|PolicyStoreId,3,0
AWS::VoiceID::Domain,VoiceID,4,1,2,ServerSideEncryptionConfiguration|Name,5,0
AWS::VpcLattice::AccessLogSubscription,VpcLattice,4,0,1,DestinationArn,4,0
AWS::VpcLattice::AuthPolicy,VpcLattice,2,0,2,Policy|ResourceIdentifier,2,0
AWS::VpcLattice::DomainVerification,VpcLattice,2,1,1,DomainName,3,0
AWS::VpcLattice::Listener,VpcLattice,6,4,2,DefaultAction|Protocol,10,0
AWS::VpcLattice::ResourceConfiguration,VpcLattice,13,2,2,Name|ResourceConfigurationType,15,0
AWS::VpcLattice::ResourceGateway,VpcLattice,7,0,3,VpcIdentifier|SubnetIds|Name,7,0
AWS::VpcLattice::ResourcePolicy,VpcLattice,2,0,2,Policy|ResourceArn,2,0
AWS::VpcLattice::Rule,VpcLattice,7,10,3,Action|Priority|Match,17,0
AWS::VpcLattice::Service,VpcLattice,6,1,0,,7,0
AWS::VpcLattice::ServiceNetwork,VpcLattice,4,1,0,,5,0
AWS::VpcLattice::ServiceNetworkResourceAssociation,VpcLattice,4,0,0,,4,0
AWS::VpcLattice::ServiceNetworkServiceAssociation,VpcLattice,4,1,0,,5,0
AWS::VpcLattice::ServiceNetworkVpcAssociation,VpcLattice,6,1,0,,7,0
AWS::VpcLattice::TargetGroup,VpcLattice,5,4,1,Type,9,0
AWS::WAF::ByteMatchSet,WAF,2,2,1,Name,4,0
AWS::WAF::IPSet,WAF,2,1,1,Name,3,0
AWS::WAF::Rule,WAF,3,1,2,MetricName|Name,4,0
AWS::WAF::SizeConstraintSet,WAF,2,2,2,Name|SizeConstraints,4,0
AWS::WAF::SqlInjectionMatchSet,WAF,2,2,1,Name,4,0
AWS::WAF::WebACL,WAF,4,2,3,DefaultAction|MetricName|Name,6,0
AWS::WAF::XssMatchSet,WAF,2,2,2,Name|XssMatchTuples,4,0
AWS::WAFRegional::ByteMatchSet,WAFRegional,2,2,1,Name,4,0
AWS::WAFRegional::GeoMatchSet,WAFRegional,2,1,1,Name,3,0
AWS::WAFRegional::IPSet,WAFRegional,2,1,1,Name,3,0
AWS::WAFRegional::RateBasedRule,WAFRegional,5,1,4,MetricName|RateLimit|RateKey|Name,6,0
AWS::WAFRegional::RegexPatternSet,WAFRegional,2,0,2,RegexPatternStrings|Name,2,0
AWS::WAFRegional::Rule,WAFRegional,3,1,2,MetricName|Name,4,0
AWS::WAFRegional::SizeConstraintSet,WAFRegional,2,2,1,Name,4,0
AWS::WAFRegional::SqlInjectionMatchSet,WAFRegional,2,2,1,Name,4,0
AWS::WAFRegional::WebACL,WAFRegional,4,2,3,MetricName|DefaultAction|Name,6,0
AWS::WAFRegional::WebACLAssociation,WAFRegional,2,0,2,ResourceArn|WebACLId,2,0
AWS::WAFRegional::XssMatchSet,WAFRegional,2,2,1,Name,4,0
AWS::WAFv2::IPSet,WAFv2,6,0,3,Addresses|Scope|IPAddressVersion,6,0
AWS::WAFv2::LoggingConfiguration,WAFv2,4,7,2,ResourceArn|LogDestinationConfigs,11,0
AWS::WAFv2::RegexPatternSet,WAFv2,5,0,2,RegularExpressionList|Scope,5,0
AWS::WAFv2::RuleGroup,WAFv2,10,58,3,Scope|Capacity|VisibilityConfig,68,0
AWS::WAFv2::WebACL,WAFv2,15,87,3,VisibilityConfig|DefaultAction|Scope,102,0
AWS::WAFv2::WebACLAssociation,WAFv2,2,0,2,ResourceArn|WebACLArn,2,0
AWS::Wisdom::AIAgent,Wisdom,6,24,3,Type|Configuration|AssistantId,30,0
AWS::Wisdom::AIAgentVersion,Wisdom,3,0,2,AssistantId|AIAgentId,3,0
AWS::Wisdom::AIGuardrail,Wisdom,11,12,3,BlockedInputMessaging|AssistantId|BlockedOutputsMessaging,23,0
AWS::Wisdom::AIGuardrailVersion,Wisdom,3,0,2,AIGuardrailId|AssistantId,3,0
AWS::Wisdom::AIPrompt,Wisdom,9,2,5,Type|ApiFormat|TemplateConfiguration|TemplateType|ModelId,11,0
AWS::Wisdom::AIPromptVersion,Wisdom,3,0,2,AssistantId|AIPromptId,3,0
AWS::Wisdom::Assistant,Wisdom,5,1,2,Type|Name,6,0
AWS::Wisdom::AssistantAssociation,Wisdom,4,2,3,Association|AssociationType|AssistantId,6,0
AWS::Wisdom::KnowledgeBase,Wisdom,8,18,2,KnowledgeBaseType|Name,26,0
AWS::Wisdom::MessageTemplate,Wisdom,10,14,4,Content|KnowledgeBaseArn|ChannelSubtype|Name,24,0
AWS::Wisdom::MessageTemplateVersion,Wisdom,2,0,1,MessageTemplateArn,2,0
AWS::Wisdom::QuickResponse,Wisdom,11,3,3,Content|KnowledgeBaseArn|Name,14,0
AWS::WorkSpaces::ConnectionAlias,WorkSpaces,2,1,1,ConnectionString,3,0
AWS::WorkSpaces::Workspace,WorkSpaces,8,1,3,BundleId|DirectoryId|UserName,9,0
AWS::WorkSpaces::WorkspacesPool,WorkSpaces,8,3,4,BundleId|DirectoryId|Capacity|PoolName,11,0
AWS::WorkSpacesThinClient::Environment,WorkSpacesThinClient,10,1,1,DesktopArn,11,0
AWS::WorkSpacesWeb::BrowserSettings,WorkSpacesWeb,5,1,0,,6,0
AWS::WorkSpacesWeb::DataProtectionSettings,WorkSpacesWeb,6,4,0,,10,0
AWS::WorkSpacesWeb::IdentityProvider,WorkSpacesWeb,5,0,3,IdentityProviderDetails|IdentityProviderName|IdentityProviderType,5,0
AWS::WorkSpacesWeb::IpAccessSettings,WorkSpacesWeb,6,1,1,IpRules,7,0
AWS::WorkSpacesWeb::NetworkSettings,WorkSpacesWeb,4,0,3,VpcId|SecurityGroupIds|SubnetIds,4,0
AWS::WorkSpacesWeb::Portal,WorkSpacesWeb,16,0,0,,16,0
AWS::WorkSpacesWeb::SessionLogger,WorkSpacesWeb,6,3,2,EventFilter|LogConfiguration,9,0
AWS::WorkSpacesWeb::TrustStore,WorkSpacesWeb,2,0,1,CertificateList,2,0
AWS::WorkSpacesWeb::UserAccessLoggingSettings,WorkSpacesWeb,2,0,1,KinesisStreamArn,2,0
AWS::WorkSpacesWeb::UserSettings,WorkSpacesWeb,15,6,5,PrintAllowed|CopyAllowed|DownloadAllowed|UploadAllowed|PasteAllowed,21,0
AWS::WorkspacesInstances::Volume,WorkspacesInstances,9,1,1,AvailabilityZone,10,0
AWS::WorkspacesInstances::VolumeAssociation,WorkspacesInstances,4,0,3,VolumeId|WorkspaceInstanceId|Device,4,0
AWS::WorkspacesInstances::WorkspaceInstance,WorkspacesInstances,2,20,0,,22,0
AWS::XRay::Group,XRay,4,1,1,GroupName,5,0
AWS::XRay::ResourcePolicy,XRay,3,0,2,PolicyName|PolicyDocument,3,0
AWS::XRay::SamplingRule,XRay,2,2,0,,4,0
AWS::XRay::TransactionSearchConfig,XRay,1,0,0,,1,0
Alexa::ASK::Skill,ASK,3,3,3,AuthenticationConfiguration|VendorId|SkillPackage,6,0
