Error Message,Count,Percentage,claude-3-5,claude-3-7,deepseek-r1,deepseek-s3,gpt-4o,o3-mini,deployment,syntax_validation,yaml_validation
An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [AllowedSourceEmail] must have values,3,0.03,0,0,3,0,0,0,3,0,0
"{'X12': {'TransactionSet': '214', 'Version': '004010'}} is not valid under any of the given schemas",3,0.03,0,0,1,2,0,0,0,3,0
'HasKeyName' is not one of [],3,0.03,0,1,0,0,0,2,0,3,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [ContactPhone, CompanyName, OutputBucketName, InputBucketName, ContactEmail] must have values",3,0.03,0,0,3,0,0,0,3,0,0
Parameter LogGroupName not used.,3,0.03,1,1,0,1,0,0,0,3,0
"'https://api.zippopotam.us/us/{zip}' does not match ""^((%[0-9A-Fa-f]{2}|[-()_.!~*';/?:@\\x26=+$,A-Za-z0-9])+)([).!';/?:,])?$""",3,0.03,0,0,3,0,0,0,0,3,0
An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [ImportedServiceRoleArn] must have values,3,0.03,0,0,0,0,0,3,3,0,0
Resource type 'AWS::Macie2::Session' does not exist in 'us-east-1',3,0.03,0,0,0,0,0,3,0,3,0
'BatchJobQueue' dependency already enforced by a 'Ref' at 'Resources/EventProcessingPipe/Properties/Target',3,0.03,0,0,3,0,0,0,0,3,0
'BatchJobDefinition' dependency already enforced by a 'Ref' at 'Resources/EventProcessingPipe/Properties/TargetParameters/BatchJobParameters/JobDefinition',3,0.03,0,0,3,0,0,0,0,3,0
'PipeRole' dependency already enforced by a 'GetAtt' at 'Resources/EventProcessingPipe/Properties/RoleArn',3,0.03,0,0,3,0,0,0,0,3,0
'NetworkInterface' dependency already enforced by a 'Ref' at 'Resources/EIPAssociation1/Properties/NetworkInterfaceId',3,0.03,0,0,0,0,0,3,0,3,0
'ShopifyConnection' dependency already enforced by a 'GetAtt' at 'Resources/ProductApiDestination/Properties/ConnectionArn',3,0.03,0,0,3,0,0,0,0,3,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [AccessLogBucketName, MainBucketName, ReplicaBucketName] must have values",3,0.03,0,0,0,3,0,0,3,0,0
'ProductApiDestination' dependency already enforced by a 'GetAtt' at 'Resources/EventBridgeInvokeRole/Properties/Policies/0/PolicyDocument/Statement/0/Resource',3,0.03,0,0,3,0,0,0,0,3,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [WindowsAmi, LinuxAmi] must have values",3,0.03,0,0,0,0,0,3,3,0,0
'PublicSubnet' dependency already enforced by a 'Ref' at 'Resources/WindowsAutoScalingGroup/Properties/VPCZoneIdentifier/0',3,0.03,0,0,0,0,0,3,0,3,0
An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [ProjectName] must have values,3,0.03,3,0,0,0,0,0,3,0,0
An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [Stage] must have values,3,0.03,3,0,0,0,0,0,3,0,0
{'Fn::Sub': 'etherpad-deploy-artifacts-${AWS::AccountId}-${AWS::Region}'} is not of type 'string',3,0.03,0,0,0,0,0,3,0,3,0
'resolve:ssm:/aws/service/ami-amazon-linux-latest/amzn2-ami-hvm-x86_64-gp2:1' is not a 'AWS::EC2::Image.Id',3,0.03,0,0,3,0,0,0,0,3,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [CustomDomainName, HostedZoneId, VpcEndpointId, CertificateArn] must have values",3,0.03,3,0,0,0,0,0,3,0,0
'CloudWatchAlarm_EFS_IOLimit' does not match any of the regexes: '^[a-zA-Z0-9]+$',3,0.03,0,0,0,0,0,3,0,3,0
Parameter validation failed: parameter value  for parameter name AvailabilityZone does not exist. Delete requested by user.,3,0.03,0,0,0,3,0,0,3,0,0
An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [APIKey] must have values,3,0.03,0,0,0,3,0,0,3,0,0
Additional properties are not allowed ('EventBridgeEventParameters' was unexpected. Did you mean 'EventBridgeEventBusParameters'?),3,0.03,0,0,0,0,0,3,0,3,0
Resource type 'AWS::EventBridge::Connection' does not exist in 'us-east-1',3,0.03,3,0,0,0,0,0,0,3,0
'SecretsMonitorSNSTopic' dependency already enforced by a 'Ref' at 'Resources/SecretsManagerEventRule/Properties/Targets/0/Arn',3,0.03,0,0,0,3,0,0,0,3,0
'SecretsMonitorSNSTopic' dependency already enforced by a 'Ref' at 'Resources/SNSSubscription/Properties/TopicArn',3,0.03,0,0,0,3,0,0,0,3,0
Resource type 'AWS::EventBridge::ApiDestination' does not exist in 'us-east-1',3,0.03,3,0,0,0,0,0,0,3,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [PrivateSubnet1, PrivateSubnet2, VpcId, ContainerImage] must have values",3,0.03,3,0,0,0,0,0,3,0,0
'DBCluster' dependency already enforced by a 'Ref' at 'Resources/DBInstance2/Properties/DBClusterIdentifier',3,0.03,2,1,0,0,0,0,0,3,0
Additional properties are not allowed ('DeletionProtection' was unexpected. Did you mean 'DeletionProtectionEnabled'?),3,0.03,3,0,0,0,0,0,0,3,0
'PublicSubnet1' dependency already enforced by a 'Ref' at 'Resources/NATGateway1/Properties/SubnetId',3,0.03,0,0,0,3,0,0,0,3,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [PrimaryPrivateIp, PrivateIp2, PrivateIp1, ImageId, SubnetId] must have values",3,0.03,0,0,0,0,0,3,3,0,0
'BatchComputeEnvironment' dependency already enforced by a 'Ref' at 'Resources/BatchJobQueue/Properties/ComputeEnvironmentOrder/0/ComputeEnvironment',3,0.03,1,0,0,2,0,0,0,3,0
'ElasticIP2' dependency already enforced by a 'GetAtt' at 'Resources/EIPAssociation2/Properties/AllocationId',3,0.03,0,0,0,0,0,3,0,3,0
'ALBSecurityGroup' dependency already enforced by a 'Ref' at 'Resources/EtherpadALB/Properties/SecurityGroups/0',3,0.03,0,0,0,3,0,0,0,3,0
'NetworkInterface' dependency already enforced by a 'Ref' at 'Resources/EIPAssociation2/Properties/NetworkInterfaceId',3,0.03,0,0,0,0,0,3,0,3,0
'OrganizationDataBucket' dependency already enforced by a 'GetAtt' at 'Resources/OrganizationDataBucketPolicy/Properties/PolicyDocument/Statement/0/Resource',3,0.03,0,3,0,0,0,0,0,3,0
"'DomainName' is not one of ['AppId', 'Arn', 'Backend.StackArn', 'BasicAuthConfig.EnableBasicAuth', 'BasicAuthConfig.Password', 'BasicAuthConfig.Username', 'BranchName', 'BuildSpec', 'Description', 'EnableAutoBuild', 'EnablePerformanceMode', 'EnablePullRequestPreview', 'EnvironmentVariables', 'Framework', 'PullRequestEnvironmentName', 'Stage', 'Tags'] in ['us-east-1']",3,0.03,0,0,3,0,0,0,0,3,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [TargetS3BucketName, ManagementAccountId] must have values",3,0.03,0,0,3,0,0,0,3,0,0
Line 68: wrong indentation: expected 8 but found 10,3,0.03,0,0,0,3,0,0,0,0,3
'EC2Instance' dependency already enforced by a 'Ref' at 'Resources/SSMAssociation/Properties/Targets/0/Values/0',3,0.03,2,1,0,0,0,0,0,3,0
'EfsFileSystem' dependency already enforced by a 'Ref' at 'Resources/EfsIoLimitAlarm/Properties/Dimensions/0/Value',3,0.03,0,0,0,3,0,0,0,3,0
{'Ref': 'DeploymentBucketName'} does not match '^[a-z0-9][a-z0-9.-]*[a-z0-9]$' when 'Ref' is resolved,3,0.03,0,0,0,0,0,3,0,3,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [BucketName, VpcId, SubnetId] must have values",3,0.03,0,0,3,0,0,0,3,0,0
'AmplifyRole' dependency already enforced by a 'GetAtt' at 'Resources/AmplifyApp/Properties/IAMServiceRole',3,0.03,3,0,0,0,0,0,0,3,0
"{'Fn::Sub': '${EnvironmentName}-app-repo'} does not match '^(?=.{2,256}$)((?:[a-z0-9]+(?:[._-][a-z0-9]+)*/)*[a-z0-9]+(?:[._-][a-z0-9]+)*)$' when 'Fn::Sub' is resolved",3,0.03,0,0,3,0,0,0,0,3,0
"Line 58: too many spaces inside brackets
Line 58: too many spaces inside brackets
Line 69: too many spaces inside brackets
Line 69: too many spaces inside brackets",3,0.03,0,0,0,0,0,3,0,0,3
"{'Fn::Equals': [{'Ref': 'RequireLowercase'}, 'true']} is not of type 'boolean'",3,0.03,0,0,0,1,0,2,0,3,0
"{'Fn::Equals': [{'Ref': 'RequireNumbers'}, 'true']} is not of type 'boolean'",3,0.03,0,0,0,1,0,2,0,3,0
"Line 16: too many spaces inside brackets
Line 16: too many spaces inside brackets
Line 16: too many spaces inside brackets
Line 16: too many spaces inside brackets",3,0.03,0,0,0,0,0,3,0,0,3
'DBSecret' dependency already enforced by a 'Ref' at 'Resources/EtherpadDB/Properties/MasterUserPassword',3,0.03,0,0,0,3,0,0,0,3,0
"{'Fn::Equals': [{'Ref': 'RequireSymbols'}, 'true']} is not of type 'boolean'",3,0.03,0,0,0,1,0,2,0,3,0
"{'Fn::Equals': [{'Ref': 'RequireUppercase'}, 'true']} is not of type 'boolean'",3,0.03,0,0,0,1,0,2,0,3,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [S3BucketName, OrganizationRoleArn] must have values",3,0.03,3,0,0,0,0,0,3,0,0
'Arn' is not one of ['ListenerArn'] in ['us-east-1'],3,0.03,0,0,0,0,0,3,0,3,0
Parameter ManagementAccountId not used.,3,0.03,3,0,0,0,0,0,0,3,0
IAM Policy Version should be updated to '2012-10-17',3,0.03,0,0,0,0,0,3,0,3,0
"'{\n  ""rules"": []\n}\n' is shorter than 100",3,0.03,0,0,0,0,0,3,0,3,0
Runtime {'Ref': 'LambdaRuntime'} was deprecated on '2024-10-14'. Creation was disabled on '2025-02-28' and update on '2025-03-31'. Please consider updating to 'python3.12' when 'Ref' is resolved,3,0.03,0,0,0,0,0,3,0,3,0
'EfsFileSystem' dependency already enforced by a 'Ref' at 'Resources/EfsMountTarget/Properties/FileSystemId',3,0.03,0,0,0,0,0,3,0,3,0
{'Ref': 'DeploymentBucketName'} is longer than 63 when 'Ref' is resolved,3,0.03,0,0,0,0,0,3,0,3,0
'ComputeEnvironmentName' is not one of ['ComputeEnvironmentArn'] in ['us-east-1'],3,0.03,0,0,3,0,0,0,0,3,0
An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [DBUsername] must have values,3,0.03,0,0,0,3,0,0,3,0,0
Additional properties are not allowed ('RoutingControlArns' was unexpected),3,0.03,0,0,0,0,0,3,0,3,0
Additional properties are not allowed ('SqsParameters' was unexpected. Did you mean 'SqsQueueParameters'?),3,0.03,0,0,0,0,0,3,0,3,0
Line 3: syntax error: found character '`' that cannot start any token (syntax),3,0.03,3,0,0,0,0,0,0,0,3
{'Fn::Sub': '${AWS::StackName}-data-bucket-${AWS::AccountId}-${AWS::Region}'} is not of type 'string',3,0.03,0,0,3,0,0,0,0,3,0
'RoutingControlPrimary' dependency already enforced by a 'GetAtt' at 'Resources/SafetyRule/Properties/AssertionRule/AssertedControls/0',3,0.03,0,0,0,3,0,0,0,3,0
'ControlPanel' dependency already enforced by a 'GetAtt' at 'Resources/RoutingControlSecondary/Properties/ControlPanelArn',3,0.03,0,0,0,3,0,0,0,3,0
Additional properties are not allowed ('Inverted' was unexpected),3,0.03,0,1,0,0,0,2,0,3,0
'ControlPanel' dependency already enforced by a 'GetAtt' at 'Resources/RoutingControlPrimary/Properties/ControlPanelArn',3,0.03,0,0,0,3,0,0,0,3,0
'EC2Instance' dependency already enforced by a 'Ref' at 'Resources/ElasticIP/Properties/InstanceId',3,0.03,0,0,0,3,0,0,0,3,0
{'Ref': 'BucketName'} is longer than 63 when 'Ref' is resolved,3,0.03,0,0,3,0,0,0,0,3,0
"{'SafetyRuleName': {'Ref': 'SafetyRuleName'}, 'ControlPanelArn': {'Fn::GetAtt': ['ARCControlPanel', 'ControlPanelArn']}, 'RuleConfig': {'Type': 'ATLEAST', 'Threshold': 1, 'WaitPeriodMs': 5000}, 'RoutingControlArns': [{'Fn::GetAtt': ['RoutingControlRegion1', 'RoutingControlArn']}, {'Fn::GetAtt': ['RoutingControlRegion2', 'RoutingControlArn']}]} is not valid under any of the given schemas",3,0.03,0,0,0,0,0,3,0,3,0
'FirehoseLogStream' dependency already enforced by a 'Ref' at 'Resources/DeliveryStream/Properties/ExtendedS3DestinationConfiguration/CloudWatchLoggingOptions/LogStreamName',3,0.03,3,0,0,0,0,0,0,3,0
{'Ref': 'AutoStart'} is not of type 'boolean',3,0.03,0,0,0,3,0,0,0,3,0
{'Ref': 'AutoStop'} is not of type 'boolean',3,0.03,0,0,0,3,0,0,0,3,0
'EventBridgeInvokeRole' dependency already enforced by a 'GetAtt' at 'Resources/DataDogEventRule/Properties/Targets/0/RoleArn',3,0.03,0,0,0,0,0,3,0,3,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [KeyName, SubnetIds] must have values",3,0.03,0,0,0,3,0,0,3,0,0
'EnableEnhancedMonitoring' is not one of [],3,0.03,0,0,0,3,0,0,0,3,0
'DataDogDeadLetterQueue' dependency already enforced by a 'GetAtt' at 'Resources/DataDogEventRule/Properties/Targets/0/DeadLetterConfig/Arn',3,0.03,0,0,0,0,0,3,0,3,0
'MyLambdaFunction' dependency already enforced by a 'Ref' at 'Resources/LambdaInvokePermission/Properties/FunctionName',3,0.03,0,0,0,0,0,3,0,3,0
Additional properties are not allowed ('SafetyRuleName' was unexpected),3,0.03,0,0,0,0,0,3,0,3,0
"'AWS::EC2::VPCEndpoint::Id' is not one of ['String', 'Number', 'CommaDelimitedList', 'AWS::EC2::AvailabilityZone::Name', 'AWS::EC2::Image::Id', 'AWS::EC2::Instance::Id', 'AWS::EC2::KeyPair::KeyName', 'AWS::EC2::SecurityGroup::GroupName', 'AWS::EC2::SecurityGroup::Id', 'AWS::EC2::Subnet::Id', 'AWS::EC2::VPC::Id', 'AWS::EC2::Volume::Id', 'AWS::Route53::HostedZone::Id', 'AWS::SSM::Parameter::Name', 'AWS::SSM::Parameter::Value<AWS::EC2::AvailabilityZone::Name>', 'AWS::SSM::Parameter::Value<AWS::EC2::Image::Id>', 'AWS::SSM::Parameter::Value<AWS::EC2::Instance::Id>', 'AWS::SSM::Parameter::Value<AWS::EC2::KeyPair::KeyName>', 'AWS::SSM::Parameter::Value<AWS::EC2::SecurityGroup::GroupName>', 'AWS::SSM::Parameter::Value<AWS::EC2::SecurityGroup::Id>', 'AWS::SSM::Parameter::Value<AWS::EC2::Subnet::Id>', 'AWS::SSM::Parameter::Value<AWS::EC2::VPC::Id>', 'AWS::SSM::Parameter::Value<AWS::EC2::Volume::Id>', 'AWS::SSM::Parameter::Value<AWS::Route53::HostedZone::Id>', 'AWS::SSM::Parameter::Value<AWS::SSM::Parameter::Name>', 'AWS::SSM::Parameter::Value<Number>', 'AWS::SSM::Parameter::Value<String>', 'AWS::SSM::Parameter::Value<CommaDelimitedList>', 'AWS::SSM::Parameter::Value<List<AWS::EC2::AvailabilityZone::Name>>', 'AWS::SSM::Parameter::Value<List<AWS::EC2::Image::Id>>', 'AWS::SSM::Parameter::Value<List<AWS::EC2::Instance::Id>>', 'AWS::SSM::Parameter::Value<List<AWS::EC2::SecurityGroup::GroupName>>', 'AWS::SSM::Parameter::Value<List<AWS::EC2::SecurityGroup::Id>>', 'AWS::SSM::Parameter::Value<List<AWS::EC2::Subnet::Id>>', 'AWS::SSM::Parameter::Value<List<AWS::EC2::VPC::Id>>', 'AWS::SSM::Parameter::Value<List<AWS::EC2::Volume::Id>>', 'AWS::SSM::Parameter::Value<List<AWS::Route53::HostedZone::Id>>', 'AWS::SSM::Parameter::Value<List<Number>>', 'AWS::SSM::Parameter::Value<List<String>>', 'List<AWS::EC2::AvailabilityZone::Name>', 'List<AWS::EC2::Image::Id>', 'List<AWS::EC2::Instance::Id>', 'List<AWS::EC2::SecurityGroup::GroupName>', 'List<AWS::EC2::SecurityGroup::Id>', 'List<AWS::EC2::Subnet::Id>', 'List<AWS::EC2::VPC::Id>', 'List<AWS::EC2::Volume::Id>', 'List<AWS::Route53::HostedZone::Id>', 'List<Number>', 'List<String>']",3,0.03,0,0,3,0,0,0,0,3,0
Additional properties are not allowed ('WorkerConfiguration' was unexpected),3,0.03,2,0,0,1,0,0,0,3,0
Additional properties are not allowed ('ControlPanelName' was unexpected),3,0.03,0,0,0,0,0,3,0,3,0
'OrganizationDataBucket' dependency already enforced by a 'Ref' at 'Resources/OrganizationDataBucketPolicy/Properties/Bucket',3,0.03,0,3,0,0,0,0,0,3,0
Additional properties are not allowed ('JobRoleArn' was unexpected),3,0.03,0,0,3,0,0,0,0,3,0
"{'Fn::Sub': '${EnvironmentName}-app-repository'} does not match '^(?=.{2,256}$)((?:[a-z0-9]+(?:[._-][a-z0-9]+)*/)*[a-z0-9]+(?:[._-][a-z0-9]+)*)$' when 'Fn::Sub' is resolved",3,0.03,0,3,0,0,0,0,0,3,0
An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [QueueNamePrefix] must have values,3,0.03,0,0,3,0,0,0,3,0,0
'ApiGatewayDomainName' dependency already enforced by a 'GetAtt' at 'Resources/Route53RecordSet/Properties/AliasTarget/HostedZoneId',3,0.03,0,0,0,3,0,0,0,3,0
'ApiGatewayDomainName' dependency already enforced by a 'GetAtt' at 'Resources/Route53RecordSet/Properties/AliasTarget/DNSName',3,0.03,0,0,0,3,0,0,0,3,0
'Groups' is a required property,3,0.03,0,0,0,0,3,0,0,3,0
'PublicSubnet2' dependency already enforced by a 'Ref' at 'Resources/NATGateway2/Properties/SubnetId',3,0.03,0,0,0,3,0,0,0,3,0
Circular Dependencies for resource KMSKeyAlias. Circular dependency with [KMSKeyAlias],3,0.03,0,0,0,3,0,0,0,3,0
'ElasticIP1' dependency already enforced by a 'GetAtt' at 'Resources/EIPAssociation1/Properties/AllocationId',3,0.03,0,0,0,0,0,3,0,3,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [KeyName, VpcId, LoadTestSubnet, WorkerSubnets] must have values",3,0.03,0,0,0,0,0,3,3,0,0
'ApiDomainName' dependency already enforced by a 'GetAtt' at 'Resources/DnsRecord/Properties/AliasTarget/HostedZoneId',3,0.03,0,0,3,0,0,0,0,3,0
'ApiDomainName' dependency already enforced by a 'GetAtt' at 'Resources/DnsRecord/Properties/AliasTarget/DNSName',3,0.03,0,0,3,0,0,0,0,3,0
'NetworkInterface' dependency already enforced by a 'Ref' at 'Resources/EIP2Association/Properties/NetworkInterfaceId',3,0.03,0,0,0,3,0,0,0,3,0
'NetworkInterface' dependency already enforced by a 'Ref' at 'Resources/EIP1Association/Properties/NetworkInterfaceId',3,0.03,0,0,0,3,0,0,0,3,0
"Line 73: too many spaces inside brackets
Line 73: too many spaces inside brackets
Line 84: too many spaces inside brackets
Line 84: too many spaces inside brackets",3,0.03,0,0,0,0,0,3,0,0,3
"'INSTANCE_ID' is not one of ['VpcCIDR', 'PublicSubnet1CIDR', 'PublicSubnet2CIDR', 'InstanceType', 'KeyName', 'VPC', 'InternetGateway', 'VPCGatewayAttachment', 'PublicRouteTable', 'PublicRoute', 'PublicSubnet1', 'PublicSubnet2', 'Subnet1RouteTableAssociation', 'Subnet2RouteTableAssociation', 'ALBSecurityGroup', 'InstanceSecurityGroup', 'ApplicationLoadBalancer', 'ALBTargetGroup', 'ALBListener', 'InstanceRole', 'InstanceProfile', 'LaunchTemplate', 'AutoScalingGroup', 'AWS::AccountId', 'AWS::NoValue', 'AWS::NotificationARNs', 'AWS::Partition', 'AWS::Region', 'AWS::StackId', 'AWS::StackName', 'AWS::URLSuffix']",3,0.03,0,0,0,0,0,3,0,3,0
'RoutingControlSecondary' dependency already enforced by a 'GetAtt' at 'Resources/SafetyRule/Properties/AssertionRule/AssertedControls/1',3,0.03,0,0,0,3,0,0,0,3,0
Additional properties are not allowed ('ClusterName' was unexpected),3,0.03,0,0,0,0,0,3,0,3,0
'SQSQueue' dependency already enforced by a 'GetAtt' at 'Resources/S3Bucket/Properties/NotificationConfiguration/QueueConfigurations/0/Queue',3,0.03,0,0,0,0,0,3,0,3,0
'WebServerInstanceProfile' dependency already enforced by a 'Ref' at 'Resources/WebServer/Properties/IamInstanceProfile',3,0.03,0,0,0,3,0,0,0,3,0
Additional properties are not allowed ('WorkerCount' was unexpected),3,0.03,2,0,0,1,0,0,0,3,0
'RoutingControlRegion2' dependency already enforced by a 'GetAtt' at 'Resources/SafetyRule/Properties/AssertionRule/AssertedControls/1',3,0.03,0,0,0,0,0,3,0,3,0
Additional properties are not allowed ('EventBridgeConfiguration' was unexpected),3,0.03,0,0,0,0,0,3,0,3,0
Circular Dependencies for resource LambdaExecutionRole. Circular dependency with [ControlManagementFunction],3,0.03,0,0,3,0,0,0,0,3,0
Circular Dependencies for resource ControlManagementFunction. Circular dependency with [LambdaExecutionRole],3,0.03,0,0,3,0,0,0,0,3,0
'ControlManagementFunction' dependency already enforced by a 'GetAtt' at 'Resources/ControlManagementTrigger/Properties/ServiceToken',3,0.03,0,0,3,0,0,0,0,3,0
"Found an embedded parameter ""${KinesisStreamName}"" outside of an ""Fn::Sub"" at Resources/PutRecordsMethod/Properties/Integration/RequestTemplates/application/json",3,0.03,0,0,0,0,0,3,0,3,0
An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [GroupName] must have values,3,0.03,0,0,0,0,0,3,3,0,0
'SetPasswordPolicyLambda' dependency already enforced by a 'GetAtt' at 'Resources/PasswordPolicyConfig/Properties/ServiceToken',3,0.03,0,0,3,0,0,0,0,3,0
